名称,拼音,英文名,拉丁名,类别,来源,产地,性状,品质,性味,功效
山银花,Shanyinhua,Wild Honeysuckle Flower Bud,Lonicerae Flos,花类,忍冬科植物灰毡毛忍冬Lonicera macranthoides Hand.-Mazz.、红腺忍冬Lonicera hypoglauca Miq.、山银花Lonicera confusa DC.的干燥花蕾或待初开的花。,主产中南、西南地区。,呈棒状而销弯，长3~4.5cm，上部直径2mm，下部直径1mm，表面绿棕色至黄白色。总花梗集结成簇。开放者花冠裂片，不及全长之半，质稍硬，手捏之稍有弹性，气清香，味微苦甘。,以绿棕色、含苞待放、香气浓者为佳。,甘，寒。,清热解毒、凉散风热。
夏枯草,Xiakucao,Common Selfheal Spike,Prunellae Spica,花类,唇形科植物夏枯草Prunella vulgaris L.的干燥果穗。,主产于江苏、安徽、河南等地。,该品呈棒状，略扁，长1.5~8cm，直径0.8~1.5cm，淡棕色至棕红色。全穗由数轮至10数轮宿萼与苞片组成，每轮有对生苞片2 片，呈扇形，先端尖尾状，脉纹明显，外表面有白毛。每一苞片内有花3 朵，花冠多已脱落，宿萼二唇形，内有小坚果4枚，卵圆形，棕色，尖端有白色突起。体轻质脆，微有清香气，味淡。,以色紫褐、穗大者为佳。,辛、苦，寒。,清火明目，散结消肿。治目赤肿痛、头痛、瘰疬、瘿瘤、乳痈肿痛。
辛夷,Xinyi,Biod Magnolia Bud,Magnoliae Flos,花类,木兰科植物望春花Magnolia biondii Pamp.、玉兰Magnolia denudata Desr. 及武当玉兰Magnolia sprengeri Pamp.的干燥花蕾。,主产于安徽、河南、湖北等地。,望春花：该品呈长卵形，似毛笔头，长1.2~2.5cm，直径0.8~1.5cm。基部常具短梗，长约5mm，梗上有类白色点状皮孔。苞片2~3层，每层2片，两层苞片间有小鳞芽，苞片外表面密被灰白色或灰绿色茸毛，内表面类棕色，无毛。花被片9，类棕色，外轮花被片3，条形，约为内两轮长的1/4，呈萼片状，内两轮花被片6，每轮3，轮状排列。雄蕊和雌蕊多数，螺旋状排列。体轻，质脆。气芳香，味辛凉而稍苦。玉兰：长1.5~3cm，直径1~1.5cm。基部枝梗较粗壮，皮孔浅棕色。苞片外表面密被灰白色或灰绿毛茸毛。花被片9，内外轮同型。武当玉兰：长2~4cm，直径1~2cm。枝梗粗壮，皮孔红棕色。苞片外表面密被淡黄色或淡黄绿色茸毛，有的最外层苞片茸毛已脱落而呈黑褐色。花被片10~12~15，内外轮无显著差异。,以花蕾未绽、紧实、完整、无枝梗、香气浓者为佳。,辛，温。,祛风，通窍。治头痛，鼻渊，鼻塞不通，齿痛。
洋金花,Yangjinhua,Hindu Datura Flower,Daturae Flos,花类,茄科植物白花曼陀罗Datura metel L.和毛曼陀罗Datura inoxia Mill.的干燥花。前者习称“南洋金花”，后者为“北洋金花”。,主产江苏、广东、浙江、福建等地。,白花曼陀罗：完整者长9~15cm，蒴花两性，花冠喇叭状，五裂，裂片先端有短尖，唇形，有重瓣者；雄蕊5，全部发育，插生于花冠筒；柱头棒状。心皮2，2室；中轴胎座，胚珠多数。蒴果。花萼在果时近基部环状断裂，仅基部宿存。毛曼陀罗：完整者长9~11cm，花冠裂片先端呈三角形，两花冠裂片间有短尖，柱头呈戟状。,以颜色浅者为佳。,辛，温，有毒。,镇痉、镇静、镇痛、麻醉的功能。其花燃烧后生成的烟对哮喘病人有较强的平喘作用。
野菊花,Yejuhua,Wild Dendranthema Flower,Chrysanthemi Indici Flos,花类,菊科植物野菊Chrysanthemum indicum L.的干燥头状花序。,主产于安徽、江苏、江西等地。,花序呈类球形，直径0.3~1cm，棕黄色。总苞由4~5层苞片组成。舌状花一轮，黄色，皱缩卷曲；管状花多数，深黄色。体轻。气芳香，味苦。,以黄色、完整、气香者为佳。,苦、辛，微寒。,清热解毒，消肿。对金黄色葡萄球菌、白喉杆菌、链球菌、绿脓杆菌、蒺疾杆菌、流感病毒，均有抑制作用。
芫花,Yuanhua,Lilac Daphe Flower Bud,Genkwa Flos,花类,瑞香科植物芫花Daphne genkwa Sieb. et Zucc.的干燥花蕾。,主产于山东、江苏、安徽等地。,该品常3~7朵簇生于短花轴上，基部有苞片1~2片，多脱落为单朵。单朵呈棒槌状，多弯曲，长1~1.7cm，直径约1.5mm；花被筒表面淡紫色或灰绿色，密被短柔毛，先端4裂，裂片淡紫色或黄棕色。质软。,以花蕾多而整齐、淡紫色、无破碎者为佳。,甘、苦，温，有毒。,泻水逐饮，解毒杀虫。用于水肿胀满，胸腹积水，痰饮积聚，气逆喘咳，二便不利；外治疥癣秃疮，冻疮。根皮：消肿解毒，活血止痛。用于急性乳腺炎，痈疖肿毒，淋巴结结核，腹水，风湿痛，牙痛，跌打损伤。
月季花,Yuejihua,Chinese Rose Flower,Rosae Chinensis Flos,花类,蔷薇科植物月季Rosa chinensis Jacq.的干燥花。,主产于湖北、江苏、河北、山东等地区。,花蕾类球形，直径1.5~2.5cm。花托长圆形；萼片5，暗绿色先端尾尖；花瓣复瓦状排列，有的散落，长圆形，紫红色或淡紫红色；雄蕊多数，黄色。体轻，质脆。气清香，味淡、微苦。,以完整、紫红色、半开放、香气浓者为佳。,甘，温。,活血调经。用于月经不调、痛经。
红花,Honghua,Safflower,Carthami Flos,花类,菊科植物红花Carthamus tinctorius L.的干燥花。夏季花由黄变红时采摘，阴干或晒干。,主产于河南、湖北、四川、云南、浙江等地。,本品为不带子房的管状花，表面红黄色或红色，花冠筒细长，先端5裂，裂片呈狭条形，雄蕊5，花药聚合成筒状，黄白色；柱头长圆柱形，顶端微分叉。质柔软。气微香，味微苦。,以花色红黄、鲜艳、干燥、质柔软者为佳。,辛，温。,活血通经，散瘀止痛，用于闭经，痛经，恶露不行，症瘕痞块，胸痹心痛，痴滞腹痛，胸胁刺痛，跌扑损伤，疮疡肿痛。
西红花,Xihonghua,Saffon Crocus Style and Stigma,Croci Stigma,花类,鸢尾科植物番红花Crocus sativus L.的柱头。,主产于欧洲南部至伊朗。浙江、江西、江苏、北京、上海有少量栽培。,本品呈线形，三分枝，长约3cm暗红色，上部较宽而略扁平，顶端边缘显不整齐的街状，内侧有一短裂隙，下端有时残留一小段黄色花柱。体轻，质松软。无油润光泽，干燥后质脆易断。气特异，微有刺激性，味微苦。,以身长，色紫红，滋润而有光泽，黄色花柱少，味辛凉者为佳。,甘，平。,活血化瘀，凉血解毒，解郁安神。用于经闭症瘕、产后瘀阻、温毒发斑、忧郁痞闷、惊悸发狂。
腊梅花,Lameihua,Winteersweet Flower Bud,Chimonathi Praecocis Flos,花类,蜡梅科植物腊梅Chimonanthus praecox (L.) Link.的干燥花蕾。,主产江苏、浙江、四川、贵州等地。,干燥花蕾呈圆形、矩形或倒卵形，长1~1.5cm，宽约0.4~0.8cm，花被叠合作花芽状，棕黄色，下半部由多数膜质鳞片所包，鳞片黄褐色，略呈三角形，有微毛。气香，味微甜，后苦，稍有油腻感。商品有二种：素心蜡梅：花心黄色，重瓣，花瓣圆而大，朵大。红心蜡梅：花心红色，单瓣，花瓣狭而尖，朵小，质较次。,以花心色正、完整饱满而未开放者为佳。,辛，甘。,解毒清热；理气开郁。主暑热烦渴；头晕；胸闷脘痞；梅核气；咽喉肿痛。
旋覆花,Xuanfuhua,Japanese Inula Flower,Inulae Flos,花类,菊科植物旋覆花Inula japonica Thunb.或欧亚旋覆花Inula britannica L.的干燥头状花序。,主产东北、华北、西北及浙江、江苏、四川、广东。,本品呈扁球形或类球形，直径1~2cm。总苞由多数苞片组成，呈覆瓦状排列，苞片披针形或条形，灰黄色，长4~11mm；总苞基部有时残留花梗，苞片及花梗表面被白色茸毛，舌状花1列，黄色，长约1cm，多卷曲，常脱落，先端3齿裂；管状花多数，棕黄色，长约5mm，先端5齿裂；子房顶端有多数白色冠毛，长5~6mm。有的可见椭圆形小瘦果。体轻，易散碎。气微，味微苦。,以朵大、金黄色、有白绒毛、无枝梗者为佳。,苦，辛、咸，微温。,降气，消痰，行水，止呕。用于风寒咳嗽，痰饮蓄结，胸膈痞满，喘咳痰多，呕吐噫气，心下痞硬。
侧柏叶,Cebaiye,Chinese Arborviae Twig and Leaf,Platycladi Cacumen,叶类,柏科植物侧柏Platycladus orientalis (L.) Franco的干燥枝梢及叶。,全国大部地区均产。,多有分支，小且长短不一，为鳞片状。颜色为红褐色。表面可见叶相互对生，断面黄白色。质地松脆、易被折断。茎枝类圆柱形，红棕色；小枝扁平，直径1~2mm。叶细小鳞片状，交互对生，贴伏于枝上，深绿色或黄绿色。质脆。气清香，味苦涩、微辛。,以叶嫩、青绿色，无碎末者为佳。,苦、涩，寒。,凉血，止血，祛风湿，散肿毒。治吐血、衄血、尿血、血痢、肠风、崩漏，风湿痹痛，细菌性痢疾，高血压，咳嗽，丹毒，痄腮，烫伤。
,,,,,,,,,,
大青叶,Daqingye,Indigowoad Leaf,Isatidis Folium,叶类,十字花科植物菘蓝Isatis indigotica Fort.的干燥叶。,主产江苏、安徽、河北、陕西等地。,干燥叶皱编成团块状，有时破碎，呈灰绿色或黄棕色。完整的叶呈长椭圆形至长圆状倒披针形，长4~11cm，宽1~3cm，全缘或微波状；先端钝尖，基部渐狭，延成翼状，上面有时可见点状突起，下面中脉明显。叶柄长5~7cm，腹面稍凹下。质脆易碎。气微弱，味稍苦。,以叶大、无柄、色暗灰绿者为佳。,苦，寒。,清热，解毒，凉血，止血。治温病热盛烦渴，流行性感冒，急性传染性肝炎，菌痢，急性胃肠炎，急性肺炎，丹毒，吐血，衄血，黄疸，痢疾，喉痹，口疮，痈疽肿毒。
杜仲叶,Duzhongye,Eucommia ulmoides Oliv,Eucommiae Folium,叶类,杜仲科植物杜仲Eucommia ulmoides Oliv. 的干燥叶。,主产于云南、贵州、湖北、四川等地，现各地广泛栽种。,杜仲叶面呈椭圆形或卵形，长7~15cm，宽3.5~7cm。表面黄绿色或黄褐色，微有光泽。先端渐尖，基部圆形成广楔形，边缘有锯齿，具短叶柄。质脆，搓之易碎，折断面有少量银白色橡胶丝相连。气味，味微苦。,以完整、黄绿色、无杂质者为佳。,微辛，温。,补肝肾，强筋骨。用于肝肾不足，头晕目眩，腰膝酸痛，筋骨痿软。
番泻叶,Fanxieye,Sanna Leaf,Sennae Folium,叶类,豆科植物狭叶番泻叶Cassia angustifolia Vahl或尖叶番泻叶Cassia acutifolia Delile 的干燥小叶。,主产红海以东至印度一带，我国广东、海南以及云南西双版纳等地引种栽培。,狭叶番泻叶：呈长卵形或卵状披针形，长1.5~5cm，宽0.4~2cm，全缘，叶端急尖，叶基稍不对称。上表面黄绿色，下表面浅黄绿色，无毛或近无毛，叶脉稍隆起。革质。气微弱而特异，味微苦，稍有黏性。尖叶番泻叶：呈披针形或长卵形，略卷曲，叶端短尖或微凸，叶基不对称，两面均有细短毛茸。,以叶大、完整、色绿、梗少者为佳。,甘、苦，寒。,泻热行滞，通便，利水。用于热结积滞，便秘腹痛，水肿胀满。
枸骨叶,Gouguye,Chinese Holly Leaf,Ilicis Cornutae Folium,叶类,冬青科植物枸骨Ilex cornuta Lindl. ex Paxt.的干燥叶。,长江中下游各地均产。,本品呈类长方形或矩圆状长方形，偶有长卵圆形，长3~8cm，宽1.5~4cm。先端具3 枚较大的硬刺齿，顶端1枚常反曲，基部平截或宽楔形，两侧有时各具刺齿1~3枚，边缘稍反卷；长卵圆形叶常无刺齿。上表面黄绿色或绿褐色，有光泽，下表面灰黄色或灰绿色。叶脉羽状，叶柄较短。革质，硬而厚。无臭，味微苦。,以色绿、叶大者为佳。,苦，凉。,补肝肾，养气血，祛风湿。用于肺痨咳嗽、劳伤失血、腰膝痿弱、风湿痹痛、跌打损伤。
荷叶,Heye,Hindu Lotus Leaf,Nelumbinis Folium,叶类,睡莲科植物莲Nelumbo nucifera Gaertn.的干燥叶。,主产福建、江苏、湖南、湖北等地。,荷叶叶多折成半圆形或扇形，展开后呈类圆形，直径20~50cm，全缘或稍波状。上表面深绿色或黄绿较粗糙；下表面淡灰棕色，较光滑，有粗脉21~22条，处中心向四周射出，中心有突起的叶西峡钱基。质脆，易破碎。微有清香气，味微苦。,以叶大、整洁、色绿者为佳。,苦，平。,清热解暑，升发清阳，凉血止血。用于暑热烦渴，暑湿泄泻，脾虚泄泻，血热吐衄，便血崩漏。
九里香,Jiulixiang,Common Jasminorange Twig and LeafPaniculateJasminorangeTwig and Leaf,Murrayae Folium et Cacumen,叶类,芸香科植物九里香Murraya exotica L.和千里香Murraya paniculata (L.) Jack的干燥叶和带叶嫩枝。,主产于广东、广西、福建、云南等地。,九里香：嫩枝呈圆柱形，直径1~5mm，表面灰褐色，具纵皱纹。质坚韧，不易折断，断面不平坦。羽状复叶有小叶3~9片，多已脱落；小叶片呈倒卵形或近菱形，最宽处在中部以上，长约3cm，宽约1.5cm；先端钝，急尖或凹入，基部略偏斜，全缘；黄绿色，薄革质，上表面有透明腺点，小叶柄短或近无柄，下部有时被柔毛。气香，味苦、辛，有麻舌感。千里香：小叶片呈卵形或椭圆形，最宽处在中部或中部以下，长2~8cm，宽1~3cm，先端渐尖或短尖。,以叶多、色绿、香气浓者为佳。,辛、微苦，温，有小毒。,行气止痛，活血散瘀。用于胃痛，风湿痹痛；外治牙痛，跌扑肿痛，虫蛇咬伤。
罗布麻叶,Luobumaye,Dogbane Leaf,Apocyni Veneti Folium,叶类,夹竹桃科植物罗布麻Apocynum venetum L.的干燥叶。,主产西北、华北、东北地区。,多皱缩卷曲，有的破碎，完整叶片展平后呈椭圆状披针形或卵圆状披针形，长2~5cm，宽0.5~2cm，淡绿色或灰绿色，先端钝，有小芒尖，基部钝圆或楔形，边缘具细齿，常反卷，两面无毛，叶脉于下表面突起；叶柄细，长约4mm。质脆。气微，味淡。,以完整、色绿者为佳。,甘、苦，凉。,平肝安神，清热利水。用于肝阳眩晕，心悸失眠，浮肿尿少；高血压病，神经衰弱，肾炎浮肿。
牡荆叶,Mujingye,Hempleaf Negundo Chastetree Leaf,Viticis Negundo Folium,叶类,马鞭草科植物牡荆Vitex negundo L. var. cannabifolia (Sieb. et Zucc.) Hand.-Mazz.的新鲜叶。,主产于江苏、江西、安徽、浙江等地。,本品为掌状复叶，小叶5片或3片，披针形或椭圆状披针形，中间小叶长5~10cm，宽2~4cm，两侧小叶依次渐小，先端渐尖，基部楔形，边缘具粗锯齿；上表面绿色，下表面淡绿色，两面沿叶脉有短茸毛，嫩叶下表面毛较密；总叶柄长2~6cm，有一浅沟槽，密被灰白色茸毛。气芳香，味辛微苦。,以香气浓、色绿者为佳。,辛、苦，平。,解表化湿，祛痰平喘；解毒，祛风解表，除湿，杀虫，止痛。主治伤风感冒，咳嗽哮喘；胃痛；腹痛；暑湿泻痢；脚气肿胀；风疹瘙痒；脚癣；乳痈肿痛；蛇虫咬伤。
枇杷叶,Pipaye,Loquat Leaf,Eriobotryae Folium,叶类,蔷薇科植物枇杷Eriobotrya japonica (Thunb.) Lindl.的干燥叶。,主产于长江以南各地区。,叶片长椭圆形，长12~30cm，宽4~9cm。上表面淡棕绿色、黄绿色或红棕色，有光泽。下表面灰绿色或棕黄色，密布灰棕色绒毛。叶脉呈羽毛状两侧斜生，中间主脉呈棕黄或棕红色，显著突起。叶先端渐尖，周边有疏锯齿。叶柄极短，被黄棕色或棕黑色绒毛。叶厚革质，质脆易碎。微有清香气，味微苦。,以完整、叶厚、色绿者佳。,苦，微寒。,清肺止咳，降逆止呕。　肺热咳嗽，气逆喘急，胃热呕吐，哕逆。
